location_name,date,rainfall_mm_24h,river_discharge_m3s,risk_level,label_source
"Lagos, Nigeria",1985-02-01,4.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-02,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-03,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-04,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-05,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-06,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-07,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-08,1.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-09,1.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-10,0.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-11,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-12,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-13,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-14,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-15,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-16,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-17,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-18,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-19,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-20,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-21,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-22,0.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-23,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-24,3.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-25,4.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-26,2.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-27,17.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-02-28,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-01,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-02,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-03,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-04,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-05,1.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-06,1.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-07,2.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-08,1.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-09,2.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-10,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-11,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-12,6.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-13,7.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-14,1.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-15,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-16,13.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-17,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-18,18.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-19,2.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-20,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-21,10.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-22,12.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-23,6.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-24,12.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-25,10.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-26,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-27,12.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-28,11.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-29,9.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-30,7.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-03-31,3.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-01,1.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-02,6.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-03,11.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-04,9.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-05,8.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-06,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-07,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-08,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-09,10.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-10,8.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-11,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-12,5.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-13,1.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-14,2.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-15,2.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-16,2.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-17,9.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-18,5.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-19,15.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-20,11.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-21,2.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-22,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-23,0.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-24,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-25,7.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-26,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-27,7.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-28,6.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-29,4.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-04-30,5.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-01,14.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-02,9.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-03,7.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-04,5.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-05,8.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-06,5.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-07,11.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-08,8.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-09,16.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-10,4.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-11,3.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-12,6.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-13,6.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-14,4.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-15,10.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-16,14.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-17,8.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-18,6.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-19,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-20,9.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-21,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-22,7.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-23,11.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-24,6.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-25,4.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-26,2.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-27,11.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-28,4.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-29,3.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-30,5.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-05-31,8.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-01,5.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-02,6.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-03,3.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-04,2.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-05,3.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-06,10.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-07,2.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-08,7.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-09,3.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-10,5.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-11,15.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-12,22.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-13,35.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-14,10.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-15,16.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-16,11.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-17,9.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-18,5.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-19,11.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-20,12.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-21,13.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-22,5.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-23,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-24,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-25,5.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-26,9.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-27,3.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-28,7.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-29,6.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-06-30,7.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-01,7.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-02,10.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-03,11.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-04,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-05,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-06,7.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-07,31.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-08,14.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-09,5.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-10,9.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-11,22.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-12,8.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-13,4.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-14,12.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-15,10.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-16,6.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-17,4.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-18,12.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-19,11.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-20,4.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-21,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-22,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-23,2.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-24,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-25,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-26,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-27,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-28,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-29,15.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-30,9.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-07-31,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-01,4.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-02,13.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-03,9.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-04,2.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-05,3.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-06,9.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-07,6.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-08,6.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-09,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-10,7.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-11,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-12,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-13,3.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-14,5.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-15,4.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-16,5.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-17,8.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-18,11.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-19,2.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-20,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-21,3.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-22,0.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-23,1.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-24,12.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-25,11.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-26,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-27,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-28,1.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-29,4.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-30,7.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-08-31,11.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-01,4.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-02,8.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-03,6.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-04,6.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-05,4.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-06,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-07,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-08,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-09,5.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-10,2.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-11,8.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-12,7.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-13,4.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-14,7.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-15,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-16,2.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-17,3.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-18,3.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-19,7.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-20,8.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-21,1.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-22,9.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-23,7.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-24,4.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-25,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-26,2.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-27,7.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-28,10.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-29,7.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-09-30,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-01,10.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-02,6.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-03,5.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-04,5.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-05,6.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-06,3.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-07,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-08,1.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-09,8.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-10,8.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-11,8.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-12,12.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-13,0.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-14,5.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-15,13.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-16,7.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-17,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-18,2.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-19,1.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-20,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-21,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-22,4.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-23,1.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-24,2.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-25,5.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-26,5.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-27,9.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-28,6.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-29,8.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-30,11.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-10-31,2.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-01,1.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-02,6.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-03,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-04,3.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-05,3.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-06,9.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-07,6.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-08,9.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-09,5.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-10,3.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-11,3.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-12,3.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-13,2.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-14,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-15,2.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-16,2.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-17,11.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-18,10.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-19,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-20,5.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-21,3.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-22,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-23,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-24,10.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-25,6.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-26,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-27,12.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-28,1.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-29,1.6,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-11-30,1.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-01,1.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-02,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-03,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-04,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-05,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-06,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-07,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-08,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-09,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-10,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-11,5.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-12,1.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-13,4.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-14,1.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-15,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-16,0.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-17,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-18,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-19,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-20,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-21,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-22,0.2,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-23,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-24,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-25,0.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-26,1.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-27,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-28,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-29,0.3,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-30,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1985-12-31,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-01,0.7,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-02,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-03,0.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-04,0.4,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-05,1.8,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-06,2.9,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-07,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-08,0.0,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-09,0.5,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-10,0.1,,low,default_low_unconfirmed
"Lagos, Nigeria",1986-01-11,1.3,,low,default_low_unconfirmed
